ID,label
ALS01,4.0
ALS02,4.08248290463863
ALS03,3.872983346207417
ALS04,4.242640687119285
ALS05,3.4641016151377544
ALS06,4.358898943540674
ALS07,4.358898943540674
ALS08,4.358898943540674
ALS09,4.43471156521669
ALS10,3.741657386773941
ALS11,4.242640687119285
ANT01,4.69041575982343
ANT02,4.69041575982343
BFC01,3.696845502136472
BFC02,4.123105625617661
BFC03,4.69041575982343
BFC04,4.358898943540674
BFC05,4.08248290463863
BFC06,4.08248290463863
BFC07,4.358898943540674
BFC08,3.7859388972001824
BFC09,4.08248290463863
BFC10,3.872983346207417
BOD01,3.559026084010437
BOD02,3.872983346207417
BOD03,4.69041575982343
BOD04,4.08248290463863
BOD05,3.366501646120693
BOD06,4.08248290463863
BOD07,4.358898943540674
BOD08,3.696845502136472
BOD09,4.69041575982343
BOD10,4.08248290463863
BOD11,3.559026084010437
BOD12,3.741657386773941
BOD13,3.872983346207417
BOD14,4.358898943540674
BOD15,4.358898943540674
BOD16,4.08248290463863
BRE01,4.69041575982343
BRE02,4.69041575982343
BRE03,4.69041575982343
BRE04,5.0
BRE05,4.358898943540674
BRE06,3.366501646120693
BRE07,3.366501646120693
BRE08,4.358898943540674
BRE09,4.358898943540674
BRE10,4.358898943540674
BRE11,3.872983346207417
BRE12,5.0
BRE13,4.0
BRE14,3.4641016151377544
BRE15,4.08248290463863
BRE16,4.08248290463863
CFE01,4.358898943540674
CFE02,4.08248290463863
CFE03,4.08248290463863
CFE04,4.43471156521669
CFE05,4.08248290463863
CFE06,4.0
CFE07,4.358898943540674
CFE08,3.696845502136472
CFE09,4.242640687119285
CFE10,4.08248290463863
CFE11,4.69041575982343
CVL01,4.43471156521669
CVL02,3.1622776601683795
CVL03,4.358898943540674
CVL04,4.69041575982343
GRE01,3.696845502136472
GRE02,3.696845502136472
GRE03,3.1091263510296048
GRE04,3.366501646120693
GRE05,4.358898943540674
GRE06,4.43471156521669
GRE07,3.872983346207417
GRE08,4.43471156521669
GRE09,4.69041575982343
GRE10,3.872983346207417
GRE11,4.69041575982343
GRE12,4.358898943540674
GRE13,5.0
GRE14,4.69041575982343
GRE15,5.0
HES01,4.242640687119285
HES02,3.741657386773941
HES03,4.69041575982343
HES04,4.08248290463863
HES05,2.8284271247461903
HES06,3.415650255319866
HES07,5.0
HES08,2.943920288775949
LDV01,4.358898943540674
LDV02,4.69041575982343
LDV03,3.872983346207417
LDV04,3.696845502136472
LDV05,3.366501646120693
LDV06,4.08248290463863
LDV07,4.69041575982343
LDV08,3.872983346207417
LDV09,4.43471156521669
LDV10,3.7859388972001824
LOR01,4.08248290463863
LOR02,3.415650255319866
LOR03,3.7859388972001824
LOR04,4.69041575982343
LOR05,4.08248290463863
LOR06,3.366501646120693
LOR07,3.872983346207417
LOR08,3.741657386773941
LOR09,3.7859388972001824
LOR10,3.366501646120693
LRE01,4.08248290463863
LRE02,3.3166247903554
LRE03,3.872983346207417
LRE04,4.08248290463863
LRE05,4.69041575982343
LRE06,3.366501646120693
LRE07,3.696845502136472
LRE08,3.696845502136472
LRE09,3.3166247903554
LRE10,4.358898943540674
LRE11,5.0
LYO01,3.696845502136472
LYO02,3.559026084010437
LYO03,4.358898943540674
LYO04,3.696845502136472
LYO05,3.1091263510296048
LYO06,4.69041575982343
LYO07,4.08248290463863
LYO08,4.08248290463863
LYO09,4.358898943540674
LYO10,4.123105625617661
LYO11,4.358898943540674
LYO12,4.08248290463863
LYO13,4.358898943540674
LYO14,5.0
NOR01,4.43471156521669
NOR02,4.358898943540674
NOR03,4.69041575982343
NOR04,3.872983346207417
NOR05,2.70801280154532
NOR06,4.08248290463863
NOR07,3.872983346207417
NOR08,3.872983346207417
NOR09,4.08248290463863
NOR10,4.08248290463863
NOR11,4.358898943540674
NOR12,3.4641016151377544
OCM01,4.69041575982343
OCM02,4.358898943540674
OCM03,3.696845502136472
OCM04,3.7859388972001824
OCM05,5.0
OCM06,3.696845502136472
OCM07,4.69041575982343
OCM08,5.0
OCM09,4.43471156521669
OCM10,4.43471156521669
OCM11,3.1091263510296048
OCM12,3.366501646120693
OCM13,3.559026084010437
OCM14,3.415650255319866
OCM15,4.0
OCM16,3.366501646120693
OCM17,4.358898943540674
OCM18,3.559026084010437
OCM19,4.69041575982343
OCM20,4.358898943540674
PES01,4.358898943540674
PES02,4.08248290463863
PES03,2.160246899469287
PES04,2.449489742783178
PES05,4.69041575982343
PES06,4.43471156521669
PES07,5.0
PES08,3.696845502136472
PES09,4.08248290463863
PES10,4.358898943540674
PES11,4.08248290463863
POF01,3.872983346207417
POF02,4.358898943540674
POF03,4.69041575982343
POF04,3.366501646120693
POF05,4.08248290463863
SEN01,3.696845502136472
SEN02,4.358898943540674
SOU01,3.696845502136472
SOU02,4.08248290463863
SOU03,3.366501646120693
SOU04,3.0
SOU05,4.08248290463863
SOU06,4.358898943540674
SOU07,3.3166247903554
SOU08,4.69041575982343
SOU09,1.7320508075688772
SOU10,4.69041575982343
SOU11,4.358898943540674
SOU12,4.0
SOU13,5.0
SOU14,4.242640687119285
SOU15,3.741657386773941
SOU16,4.69041575982343
SPC01,4.69041575982343
SPC02,4.358898943540674
SPC03,3.1091263510296048
SPC04,4.08248290463863
SPC05,4.69041575982343
SPC06,4.69041575982343
SPC07,3.872983346207417
SPC08,3.3166247903554
SPC09,3.872983346207417
SPC10,4.08248290463863
SPC11,3.696845502136472
SPC12,3.872983346207417
UCA01,4.358898943540674
UCA02,3.741657386773941
UCA03,4.69041575982343
UCA04,3.696845502136472
UCA05,4.43471156521669
UCA06,3.366501646120693
UCA07,4.08248290463863
UCA08,4.358898943540674
UCA09,4.08248290463863
UCA10,4.358898943540674
UCA11,4.08248290463863
UCA12,4.358898943540674
UCA13,4.358898943540674
UCA14,4.358898943540674
UCA15,4.08248290463863
UPL01,4.69041575982343
UPL02,3.559026084010437
UPS01,3.366501646120693
UPS02,4.43471156521669
UPS03,4.358898943540674
UPS04,2.8284271247461903
UPS05,4.69041575982343
UPS06,3.559026084010437
UPS07,4.358898943540674
UPS08,4.69041575982343
UPS09,3.696845502136472
UPS10,1.914854215512676
UPS11,3.872983346207417
UPS12,4.358898943540674
UPS13,5.0
UPS14,4.0
UPS15,4.0
