,ID,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,equivalentSoundLevel_dBp,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,Segment,WC,WPS,BigWords,emopos,emoneg,anxiete,colère,tristesse,cognition,perspicacite,cause,divergence,tentative,certitude,inhibition,inclusion,exclusion,perception,remplisseur,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
0,SOU01,0.43030456,0.77008206,0.11649569,0.3518598,0.68650234,0.57000667,8.079743,5.074975,7.599039,4.5205884,-29.511763,3.7954545,2.5518613,0.22336303,0.19143248,0.16080096,0.25693026,20.108643,0.75168896,17.901873,0.62906766,10.800231,1.1637795,6.185403,2.1901033,29.079027,0.41573635,18.283669,0.6786411,11.183816,1.3480613,0.65707934,21.48948,0.35948586,0.7913618,0.4648263,0.6450207,0.20293182,-0.014571033,-2.759101,-0.021234443,-0.5782684,-0.084426984,-0.0032314023,35.993343,0.151346,33.915077,36.378174,39.64462,5.729542,253.26102,316.132,113.075264,201.11295,550.2167,0.364025,1308.2958,0.17598505,-109.64827,-0.8077976,1645.1785,0.16083235,983.6531,0.36307752,-102.60179,-0.7667771,2710.4146,0.10080517,874.2326,0.42131242,-106.174255,-0.7111619,-23.454517,-0.3021412,-22.68325,13.625492,0.8505146,27.885113,0.39011848,0.033132143,2.3378878,1.0851687,0.95581883,9.978458,0.4322871,33.997402,0.22543865,33.749016,1,590,16.39,22.37,2.37,1.02,0.0,0.17,0.34,20.51,4.24,3.22,2.03,1.19,2.71,0.51,10.51,2.71,2.03,0,0.0219224283305228,0.377486137690377,0.533846015529568,0.401702625978647,41.3290568654646,0.882352941176471,0.890625,1.13333333333333,1.12280701754386,0.611111111111111,0.111111111111111,0.0370994940978078,22,0.181818181818182,0.0,0.247216035634744,0.0089086859688196,0.0244988864142539,0.0556792873051225,0.0623608017817372,0.171492204899777,0.0846325167037862,0,0.211581291759465,0.0,0.0244988864142539,0,0.565701559020045,0.518930957683742,0.142538975501114,0.144766146993319,0,0.0267260579064588,0,0,0.149606299212598,0.110236220472441,0.259842519685039,0.437007874015748,1.16666666666667,0.303149606299213,89.8333333333333,6.70198975429437,0,0.25,0.25,5.36111111111111,0,4.02777777777778,5.80555555555556,97.5,0.102803738317757,0.305555555555556,0.0185497470489039,0.305555555555556,0.0185497470489039,0,0,0,0,0.0373831775700935
1,PES05,1.0067245,0.84673154,0.21922886,0.8219254,1.6552979,1.436069,19.724718,11.340756,16.311245,11.151652,-20.254263,3.200178,2.2953372,0.24021791,0.21311304,0.1881462,0.24362902,14.794387,1.0161147,10.8622055,1.2205946,2.6173499,5.001363,-15.272211,-1.1284398,23.641314,0.52557814,10.8699,1.2942868,3.954841,3.9192495,-24.269564,-0.6809424,0.7694056,1.1917093,1.1743528,0.82820225,0.22276756,0.08495633,0.39451548,-0.029463029,-0.42784783,0.033145722,-0.010024684,37.48414,0.16852306,35.536724,37.998634,40.980026,5.443302,412.49384,668.30206,90.44592,97.92044,634.7365,0.33328915,1250.8491,0.18935883,-108.164024,-0.8402439,1733.1357,0.17621228,812.2762,0.492576,-102.35278,-0.8000037,2866.9675,0.102742776,634.1414,0.6471939,-104.768005,-0.7595061,-17.645082,-0.48731068,-3.0991569,9.916382,0.9823347,25.713842,0.42578915,0.029374823,2.5526338,0.9872397,0.99843925,9.409689,0.6003518,26.806625,0.40567267,9.428494,1,436,13.21,25.23,3.44,1.38,0.23,0.23,0.23,20.64,2.52,1.15,2.75,2.75,2.52,0.23,8.94,3.44,2.29,0,0.0285714285714286,0.430945803685667,0.609449400220044,0.419089005302161,53.7152777777778,0.955223880597015,0.852941176470588,1.046875,1.17241379310345,0.733333333333333,0.166666666666667,0.0483516483516484,22,0.227272727272727,0.0,0.23728813559322,0.0169491525423729,0.0310734463276836,0.0621468926553672,0.0706214689265537,0.138418079096045,0.124293785310734,0,0.194915254237288,0.0,0.0310734463276836,0,0.570621468926554,0.553672316384181,0.141242937853107,0.121468926553672,0,0.0169491525423729,0,0,0.217821782178218,0.123762376237624,0.341584158415842,0.415841584158416,1.4,0.242574257425743,68.6,5.85662018573853,0,0.266666666666667,0.3,5.1,0,2.96666666666667,3.56666666666667,66.0666666666667,0.141025641025641,0.366666666666667,0.0241758241758242,0.366666666666667,0.0241758241758242,0,0,0,0,0.0769230769230769
2,SPC02,0.7215841,0.7695534,0.17325833,0.6341209,1.1583052,0.98504686,14.010694,8.982575,12.524774,7.7667093,-27.628237,3.5798817,2.515686,0.23865883,0.19134532,0.14791878,0.21853624,17.19268,0.82766974,4.2433724,3.2980917,21.084179,0.7249312,-4.125101,-4.108705,22.500563,0.56568813,2.5538793,5.9476733,24.842096,0.6677101,-11.130356,-1.4912478,0.40965185,0.95141244,0.5747368,0.66296464,0.13315019,0.050459497,0.7213274,-0.021247381,-0.57795286,-0.017281024,-0.0061505763,36.0968,0.118299596,34.360085,36.187733,38.417694,4.0576096,337.99295,625.13086,62.27284,85.32634,520.71027,0.43376142,1145.4536,0.22901475,-104.66349,-0.8577451,1646.815,0.17104183,729.87415,0.5947621,-92.38445,-0.86691946,2638.4895,0.0962023,872.5548,0.5570662,-90.77033,-0.8926673,-13.1673155,-0.6131657,-6.887396,10.947431,1.2503163,14.673202,0.7797971,0.028227048,2.540531,1.0578619,0.8970433,8.453263,0.5517847,19.614185,0.46081257,13.9113865,1,576,15.16,27.26,1.04,2.26,0.0,0.69,0.35,19.79,2.43,2.26,2.95,1.39,1.91,1.04,10.94,3.65,1.74,0,0.0229276895943563,0.386044016095724,0.545948683235551,0.404543218229525,39.8055443363319,0.932432432432433,0.942307692307692,1.07246376811594,1.06122448979592,0.594594594594595,0.0540540540540541,0.0388007054673721,22,0.0909090909090909,0.0810810810810811,0.248275862068966,0.0045977011494252,0.0206896551724138,0.0528735632183908,0.0666666666666667,0.167816091954023,0.0850574712643678,0,0.195402298850575,0.0,0.0206896551724138,0,0.567816091954023,0.517241379310345,0.163218390804598,0.144827586206897,0,0.0229885057471264,0,0,0.149797570850202,0.117408906882591,0.267206477732794,0.437246963562753,1.32727272727273,0.295546558704453,96.8909090909091,6.96027690149282,0,0.486486486486487,0.540540540540541,5.0,0,5.81081081081081,7.37837837837838,83.4864864864865,0.0849056603773585,0.243243243243243,0.0158730158730159,0.243243243243243,0.0158730158730159,0,0,0,0,0.0188679245283019
3,BOD03,0.9280326,0.9011845,0.12654018,0.7163755,1.7087278,1.5821877,20.989326,11.887363,15.854536,9.772818,-22.031506,3.2657213,2.373686,0.2707619,0.26043254,0.14156498,0.1607673,20.27646,0.6763444,10.359314,1.5322622,10.303736,1.4020584,-9.830577,-1.8762922,25.910332,0.44009814,8.78518,1.8774369,8.848024,1.8331352,-15.082453,-1.2762469,0.725925,1.1209323,0.98827755,0.8557306,0.20050764,0.055022247,0.9080158,-0.024886742,-0.51760095,0.014472588,-0.010382952,34.444622,0.24101341,32.118397,37.18078,40.262215,8.143818,279.0895,428.99063,150.07533,280.8174,576.6998,0.41283062,1269.3572,0.19406587,-94.44507,-0.9356792,1646.369,0.17502832,895.54663,0.43425316,-85.48032,-0.91034406,2722.5828,0.10553443,768.7275,0.5694933,-88.90513,-0.8448436,-17.782455,-0.43775967,-8.579746,9.96803,1.2357428,24.838398,0.4401836,0.048835788,2.1858897,1.2601979,0.92957586,7.565387,0.88459975,27.355635,0.32370758,16.278763,1,450,15.52,18.44,2.89,0.0,0.0,0.0,0.0,16.89,3.11,2.67,1.11,0.89,1.11,0.0,10.44,2.0,2.89,0,0.0281385281385281,0.42766860172385,0.604814736759006,0.418046162495939,33.4928819612007,0.947368421052632,0.914893617021277,1.05555555555556,1.09302325581395,0.413793103448276,0.0689655172413793,0.025974025974026,12,0.166666666666667,0.0344827586206897,0.273743016759777,0.0335195530726257,0.0474860335195531,0.0391061452513967,0.0418994413407821,0.153631284916201,0.0949720670391061,0,0.220670391061453,0.0027932960893854,0.0474860335195531,0,0.564245810055866,0.53072625698324,0.125698324022346,0.108938547486034,0,0.0446927374301676,0,0,0.168316831683168,0.0742574257425743,0.242574257425743,0.485148514851485,1.25,0.272277227722772,68.75,5.86301969977929,0,0.413793103448276,0.448275862068966,5.24137931034483,0,3.27586206896552,4.6551724137931,72.4827586206897,0.197674418604651,0.586206896551724,0.0367965367965368,0.586206896551724,0.0367965367965368,0,0,0,0,0.13953488372093
4,BRE11,0.5970176,0.8573363,0.11142555,0.5074517,1.0001686,0.88874304,13.240894,8.39711,10.8389435,6.851847,-28.957777,3.2750454,2.1820521,0.25967827,0.21540883,0.18876436,0.35078225,20.339468,0.67257476,4.3029556,3.5574665,12.1907015,1.1738259,-13.065781,-1.3456519,26.232601,0.43694943,1.8633356,9.042344,14.264651,1.1191096,-20.589758,-0.85244596,0.36865604,1.1538848,0.5586891,0.8020159,0.096163526,0.09204762,0.41497567,-0.025178952,-0.4765003,0.059372243,-0.012045965,36.19167,0.16397063,33.729824,36.67772,40.503048,6.773224,272.92026,447.04034,188.90045,389.76627,572.25226,0.3857097,1270.2328,0.1923314,-106.33992,-0.85937434,1667.5815,0.17661645,915.9587,0.5764263,-97.68343,-0.8497565,2706.0005,0.11699842,851.757,0.71149266,-99.20358,-0.82257456,-15.400923,-0.46088672,-7.134967,10.905169,1.1012149,21.28568,0.53220797,0.04357958,2.1829045,1.1455632,0.8630058,7.9808164,0.66256565,23.692911,0.3595515,13.958259,1,447,15.96,23.27,5.15,0.89,0.0,0.22,0.0,21.48,3.36,3.8,1.57,1.57,3.13,1.12,10.07,4.03,1.57,0,0.0267260579064588,0.4004451865596,0.566315013819611,0.406893292438054,42.4266949152542,0.910714285714286,0.934782608695652,1.09803921568627,1.06976744186047,0.615384615384615,0.115384615384615,0.0356347438752784,16,0.1875,0.0,0.240112994350283,0.0141242937853107,0.0282485875706215,0.0423728813559322,0.0536723163841808,0.149717514124294,0.132768361581921,0,0.186440677966102,0.0,0.0282485875706215,0,0.576271186440678,0.556497175141243,0.166666666666667,0.112994350282486,0,0.0367231638418079,0,0,0.230392156862745,0.0931372549019608,0.323529411764706,0.416666666666667,1.26190476190476,0.259803921568627,66.8809523809524,5.7827740912538,0,0.230769230769231,0.384615384615385,7.07692307692308,0,3.0,4.03846153846154,81.2692307692308,0.125,0.384615384615385,0.022271714922049,0.384615384615385,0.022271714922049,0,0,0,0,0.0625
5,LRE10,0.7972668,0.86067486,0.23975132,0.595676,1.2083454,0.9685941,18.145681,12.569247,16.693346,15.64844,-29.422691,2.2456846,2.1068513,0.36376658,0.5068028,0.10525477,0.12388649,18.822643,0.5193039,-2.3385942,-5.796689,15.189733,0.8624164,1.4819442,8.772035,21.13284,0.41460732,-3.1257262,-4.42722,16.515924,0.81965494,0.13784426,99.357414,0.4298341,1.2444853,0.49671352,1.1214467,0.18122423,0.05670549,0.63634914,-0.017173111,-0.71801025,0.018945869,-0.0039320043,26.629208,0.19615152,22.748747,26.4705,29.976978,7.2282314,224.25021,336.4224,147.18307,314.92328,615.3989,0.4947942,1109.9467,0.23027839,-49.923237,-1.561917,1667.8042,0.19698867,801.283,0.35245433,-52.305378,-1.3952742,2651.1653,0.11680701,815.03613,0.30382448,-52.79575,-1.377779,-8.039981,-0.71385545,-5.033097,3.4758284,3.340289,12.280048,0.77072567,0.04934948,1.5430673,1.5673653,0.56561124,0.2581144,13.285513,15.060335,0.45687774,13.398579,1,521,12.71,27.26,4.41,1.34,0.0,0.0,0.38,22.26,3.65,4.99,1.15,1.15,2.5,0.0,10.75,1.92,1.92,0,0.0239852398523985,0.394846880500012,0.558397813463825,0.407440981346136,36.2946428571429,0.962962962962963,0.892857142857143,1.03846153846154,1.12,0.486486486486487,0.0810810810810811,0.033210332103321,18,0.166666666666667,0.0540540540540541,0.253041362530414,0.0097323600973236,0.0413625304136253,0.0437956204379562,0.0778588807785888,0.153284671532847,0.0827250608272506,0,0.170316301703163,0.0,0.0413625304136253,0,0.5669099756691,0.515815085158151,0.177615571776156,0.131386861313869,0,0.0218978102189781,0,0,0.145922746781116,0.137339055793991,0.283261802575107,0.446351931330472,1.16666666666667,0.270386266094421,73.5,6.06217782649107,0,0.27027027027027,0.297297297297297,4.72972972972973,0,3.27027027027027,4.2972972972973,89.6216216216216,0.17,0.45945945945946,0.0313653136531365,0.45945945945946,0.0313653136531365,0,0,0,0,0.04
6,GRE11,0.73250407,0.8631845,0.15625963,0.5979775,1.1883507,1.032091,16.303417,9.848078,13.345825,9.826394,-27.897474,2.988889,2.8565078,0.20437744,0.1808414,0.14492027,0.22769679,10.707038,1.184458,18.35678,0.68472064,11.394495,1.1447902,-9.501704,-1.6365511,16.039618,0.6723773,18.287561,0.66687065,13.23858,1.0945253,-15.1089945,-1.0364847,0.43590316,1.1183171,0.61268485,0.8364107,0.15911537,0.044598717,0.9611543,-0.025455134,-0.46552464,-0.008642951,-0.0101649575,32.348866,0.21049044,29.819557,33.42892,37.50502,7.685463,277.55374,396.26996,115.280975,130.21162,500.3073,0.43783757,1122.1852,0.20351914,-99.13558,-0.91745585,1641.7738,0.19601189,696.3282,0.5696654,-94.967415,-0.8478142,2643.4897,0.11551583,660.79626,0.60035986,-95.113945,-0.8426145,-13.131737,-0.49994093,-5.6660967,8.613738,1.5620276,20.832617,0.5113983,0.045029156,2.0405688,1.4054742,0.76434284,5.5005803,0.9629767,20.062744,0.38484776,11.923564,1,585,12.72,26.15,4.62,2.56,1.2,0.17,0.51,19.83,2.56,1.88,1.03,2.22,1.54,0.34,9.74,4.27,1.54,0,0.0222222222222222,0.380058475033046,0.53748384988657,0.40255894724282,39.2719957081545,0.904761904761905,0.92156862745098,1.10526315789474,1.08510638297872,0.511111111111111,0.0888888888888889,0.0393162393162393,23,0.173913043478261,0.0444444444444444,0.256410256410256,0.0106837606837607,0.0256410256410256,0.0534188034188034,0.0747863247863248,0.121794871794872,0.108974358974359,0,0.200854700854701,0.0042735042735042,0.0256410256410256,0,0.561965811965812,0.547008547008547,0.153846153846154,0.111111111111111,0,0.0106837606837607,0,0,0.193916349809886,0.133079847908745,0.326996197718631,0.456273764258555,1.23913043478261,0.216730038022814,70.6304347826087,5.94266080062663,0,0.355555555555556,0.466666666666667,3.93333333333333,0,4.31111111111111,5.2,79.3333333333333,0.104347826086957,0.266666666666667,0.0205128205128205,0.266666666666667,0.0205128205128205,0,0,0,0,0.0434782608695652
7,LYO06,0.88895833,0.8444029,0.1569139,0.7799242,1.4705632,1.3136493,18.366505,12.120009,14.452903,9.597724,-25.9766,3.45,2.5006948,0.23775554,0.2546529,0.15648514,0.21304266,14.657114,1.0937737,1.1240255,14.099192,12.227361,1.2358587,-7.9828625,-2.2609286,21.905611,0.62432164,1.4406612,11.065879,14.393741,1.1518371,-13.835255,-1.3931477,0.5403918,1.1021361,0.72541857,0.82660663,0.23767546,0.07058873,0.57855517,-0.017068526,-0.80850625,0.033543155,0.00094153045,34.871986,0.18147011,31.656195,34.912933,39.117836,7.4616413,241.5704,400.41177,216.80992,401.28284,576.8358,0.45263368,1159.6929,0.22929387,-101.535484,-0.8876094,1637.3652,0.19676274,802.14734,0.4697925,-91.80286,-0.8994568,2727.2996,0.11191648,797.4277,0.6340738,-93.27941,-0.8682273,-11.866137,-0.68233234,-0.62767106,8.193664,1.3522604,18.40698,0.60325867,0.03734245,2.2329907,1.1990634,0.8777177,6.978522,0.751573,20.66488,0.46098164,8.676438,1,529,17.06,23.63,1.51,0.95,0.0,0.76,0.0,18.9,3.78,3.78,1.32,3.4,1.13,0.95,9.45,2.08,2.84,0,0.0233812949640288,0.389844093537644,0.551322804291981,0.405797086375502,38.5698956363382,0.962962962962963,0.945454545454545,1.03846153846154,1.05769230769231,0.741935483870968,0.161290322580645,0.0413669064748201,23,0.217391304347826,0.032258064516129,0.241050119331742,0.0167064439140811,0.0238663484486874,0.0525059665871122,0.0715990453460621,0.171837708830549,0.102625298329356,0,0.200477326968974,0.0023866348448687,0.0238663484486874,0,0.587112171837709,0.515513126491647,0.133651551312649,0.155131264916468,0,0.0167064439140811,0,0,0.17479674796748,0.121951219512195,0.296747967479675,0.410569105691057,1.2,0.292682926829268,86.4,6.57267069006199,0,0.387096774193548,0.387096774193548,6.41935483870968,0,4.61290322580645,5.58064516129032,98.8387096774194,0.106382978723404,0.32258064516129,0.0179856115107914,0.32258064516129,0.0179856115107914,0,0,0,0,0.074468085106383
8,OCM06,0.5183071,0.81249595,0.10589908,0.46242642,0.84576154,0.73986244,10.492369,6.3017373,8.691998,6.4982963,-28.2456,2.9778202,2.738348,0.20663264,0.17192638,0.1486062,0.24940193,8.943687,1.8170736,24.308388,0.57045925,17.607756,0.79845554,-6.8363805,-2.187755,15.825404,0.9333084,22.83055,0.61863613,16.921505,0.94318414,-11.317929,-1.4156035,0.32783663,1.1580801,0.46293375,0.8742165,0.13006273,0.035052456,1.3359846,-0.027248671,-0.46305257,-0.006041255,-0.015550455,36.48517,0.2088713,33.42421,37.10002,41.303944,7.879734,421.61774,648.1716,167.57292,301.42618,544.9928,0.4331592,1153.0331,0.22429086,-116.26476,-0.7528724,1719.0557,0.18559834,774.58875,0.57194644,-103.05197,-0.7543534,2745.9612,0.10189112,641.13184,0.6175485,-101.56319,-0.77266616,-18.619123,-0.57009304,-6.8945656,10.221482,1.7036215,17.743322,0.8800892,0.035646096,2.147235,1.079542,1.0043299,8.668013,0.7011166,25.327717,0.46626362,12.538924,1,550,13.75,25.09,3.27,2.36,0.0,0.55,0.73,22.18,3.64,3.64,1.09,1.64,2.36,0.18,12.0,2.18,2.0,0,0.0234234234234234,0.390195146371982,0.551819267971412,0.405912691960209,50.0876566714263,0.876712328767123,0.912280701754386,1.140625,1.09615384615385,0.388888888888889,0.0833333333333333,0.0252252252252252,14,0.214285714285714,0.0,0.245742092457421,0.0316301703163017,0.0316301703163017,0.0340632603406326,0.0875912408759124,0.155717761557178,0.104622871046229,0,0.218978102189781,0.0048661800486618,0.0316301703163017,0,0.59367396593674,0.510948905109489,0.116788321167883,0.1338199513382,0,0.0218978102189781,0,0,0.176229508196721,0.147540983606557,0.323770491803279,0.413934426229508,1.23076923076923,0.262295081967213,78.7692307692308,6.27571632442189,0,0.222222222222222,0.25,4.25,0,3.86111111111111,5.33333333333333,79.0833333333333,0.147727272727273,0.361111111111111,0.0234234234234234,0.361111111111111,0.0234234234234234,0,0,0,0,0.147727272727273
9,LDV08,0.7855204,0.7621242,0.25128558,0.6473587,1.2263235,0.97503793,16.440302,11.560854,12.684179,8.710224,-25.432386,3.408242,3.087804,0.20150839,0.20317358,0.11398734,0.13476789,18.642231,0.6349762,3.7935722,3.0283,2.1524003,6.568067,-2.9090462,-4.340254,23.225866,0.42767227,3.4710724,3.5264926,1.6378796,9.812139,-5.6650443,-2.3624213,0.5401103,1.093912,0.72885036,0.86567986,0.1878169,0.07382385,0.47538742,-0.018181596,-0.74562943,0.04188943,-0.00523678,35.36831,0.20941648,32.45961,36.643185,40.947475,8.487865,314.74704,489.96075,160.19212,250.79135,689.8072,0.35156113,1291.9708,0.18450548,-88.60116,-0.9883307,1702.9811,0.16039582,976.1318,0.42224413,-84.917786,-0.9384617,2741.8188,0.12251602,797.4495,0.47265163,-88.24052,-0.8753623,-13.2817955,-0.53917134,-4.7558317,5.735944,2.4375412,19.163065,0.6686018,0.04749248,1.944911,1.2924945,0.7835143,6.248296,0.9434431,23.261953,0.40592748,12.611463,1,513,18.32,22.03,4.29,1.36,0.0,0.39,0.39,20.27,2.14,2.73,2.34,2.14,2.92,0.39,11.7,3.51,2.92,0,0.0286259541984733,0.463351547411412,0.655278042495779,0.432492820821474,50.2828282828283,0.928571428571429,0.92156862745098,1.07692307692308,1.08510638297872,0.75,0.107142857142857,0.0400763358778626,21,0.142857142857143,0.107142857142857,0.223039215686275,0.0196078431372549,0.0294117647058824,0.0514705882352941,0.0857843137254902,0.166666666666667,0.0980392156862745,0,0.225490196078431,0.0049019607843137,0.0294117647058824,0,0.573529411764706,0.524509803921569,0.115196078431373,0.139705882352941,0,0.0269607843137255,0,0,0.170940170940171,0.14957264957265,0.320512820512821,0.388888888888889,1.21428571428571,0.290598290598291,82.5714285714286,6.42539604115686,0,0.392857142857143,0.464285714285714,6.35714285714286,0,4.60714285714286,5.53571428571429,72.1071428571429,0.144578313253012,0.428571428571429,0.0229007633587786,0.428571428571429,0.0229007633587786,0,0,0,0,0.0963855421686747
