ID,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1
POF01,0.29973474801061,0.0291777188328912,0.0344827586206897,0.0371352785145889,0.0424403183023873,0.148541114058355,0.0663129973474801,0,0.196286472148541,0,0.0344827586206897,0,0.557029177718833,0.509283819628647,0.175066312997347,0.135278514588859,0,0.013262599469496,0,0,0.119047619047619,0.0761904761904762,0.195238095238095,0.538095238095238,1.14285714285714,0.266666666666667,64,5.65685424949238
POF05,0.266129032258065,0.043010752688172,0.010752688172043,0.0645161290322581,0.110215053763441,0.0967741935483871,0.0833333333333333,0,0.206989247311828,0,0.010752688172043,0,0.556451612903226,0.526881720430108,0.161290322580645,0.0833333333333333,0,0.0134408602150538,0,0,0.14975845410628,0.198067632850242,0.347826086956522,0.478260869565217,1.125,0.173913043478261,40.5,4.5
POF02,0.232091690544413,0.0085959885386819,0.0200573065902579,0.0229226361031519,0.0802292263610315,0.166189111747851,0.123209169054441,0,0.194842406876791,0,0.0200573065902579,0,0.601719197707736,0.521489971346705,0.160458452722063,0.137535816618911,0,0.0286532951289398,0,0,0.204761904761905,0.133333333333333,0.338095238095238,0.385714285714286,1.23404255319149,0.276190476190476,71.5744680851064,5.982243228301
POF03,0.242544731610338,0.021868787276342,0.0318091451292247,0.0556660039761431,0.0675944333996024,0.1610337972167,0.0914512922465209,0,0.216699801192843,0.0059642147117296,0.0318091451292247,0,0.562624254473161,0.52882703777336,0.127236580516899,0.153081510934394,0,0.0079522862823061,0,0,0.162544169611307,0.120141342756184,0.282685512367491,0.431095406360424,1.58823529411765,0.286219081272085,128.647058823529,8.02019509811106
POF04,0.275229357798165,0.0298165137614679,0.0389908256880734,0.0481651376146789,0.0711009174311927,0.128440366972477,0.0894495412844037,0,0.206422018348624,0.0022935779816513,0.0389908256880734,0,0.564220183486239,0.525229357798165,0.139908256880734,0.0940366972477064,0,0.0344036697247706,0,0,0.158536585365854,0.126016260162602,0.284552845528455,0.487804878048781,1.16666666666667,0.227642276422764,65.3333333333333,5.71547606649408
UPS04,0.270655270655271,0.0170940170940171,0.0142450142450142,0.0626780626780627,0.094017094017094,0.173789173789174,0.0512820512820513,0,0.17948717948718,0.0028490028490028,0.0142450142450142,0,0.58974358974359,0.461538461538462,0.150997150997151,0.156695156695157,0,0.0170940170940171,0,0,0.0869565217391304,0.159420289855072,0.246376811594203,0.458937198067633,1.19607843137255,0.294685990338164,72.9607843137255,6.03990001215771
UPS11,0.257142857142857,0.0342857142857143,0.04,0.0657142857142857,0.0857142857142857,0.148571428571429,0.105714285714286,0,0.151428571428571,0,0.04,0,0.597142857142857,0.508571428571429,0.145714285714286,0.125714285714286,0,0.0228571428571429,0,0,0.177033492822967,0.143540669856459,0.320574162679426,0.430622009569378,1.06122448979592,0.248803827751196,55.1836734693878,5.2527932316715
UPS15,0.271820448877806,0.0199501246882793,0.0324189526184539,0.0324189526184539,0.0748129675810474,0.14214463840399,0.0773067331670823,0,0.199501246882793,0.0024937655860349,0.0324189526184539,0,0.566084788029925,0.511221945137157,0.167082294264339,0.114713216957606,0,0.027431421446384,0,0,0.136563876651982,0.13215859030837,0.268722466960352,0.480176211453745,1.09615384615385,0.251101321585903,62.4807692307692,5.58930985143825
UPS06,0.279005524861878,0.0220994475138122,0.0386740331491713,0.0303867403314917,0.0718232044198895,0.154696132596685,0.06353591160221,0,0.196132596685083,0.0027624309392265,0.0386740331491713,0,0.569060773480663,0.494475138121547,0.162983425414365,0.140883977900553,0,0.0138121546961326,0,0,0.111650485436893,0.12621359223301,0.237864077669903,0.490291262135922,1.09803921568627,0.271844660194175,61.4901960784314,5.54482624066938
UPS05,0.254641909814324,0.0026525198938992,0.0397877984084881,0.0530503978779841,0.0716180371352785,0.159151193633952,0.114058355437666,0,0.183023872679045,0.0026525198938992,0.0397877984084881,0,0.59946949602122,0.514588859416446,0.122015915119363,0.13262599469496,0,0.026525198938992,0,0,0.190265486725664,0.119469026548673,0.309734513274336,0.424778761061947,1.25,0.265486725663717,75,6.12372435695795
UPS08,0.214932126696833,0.0090497737556561,0.0520361990950226,0.081447963800905,0.0633484162895928,0.138009049773756,0.131221719457014,0,0.192307692307692,0.0090497737556561,0.0520361990950226,0,0.547511312217195,0.583710407239819,0.117647058823529,0.1289592760181,0,0.0090497737556561,0,0,0.239669421487603,0.115702479338843,0.355371900826446,0.392561983471074,1.525,0.252066115702479,93.025,6.82000733137436
UPS12,0.272511848341232,0.004739336492891,0.0260663507109005,0.0402843601895735,0.0497630331753555,0.156398104265403,0.0995260663507109,0,0.163507109004739,0.0023696682464455,0.0260663507109005,0,0.578199052132701,0.52132701421801,0.18957345971564,0.139810426540284,0,0.0165876777251185,0,0,0.172131147540984,0.0860655737704918,0.258196721311475,0.471311475409836,1.11864406779661,0.270491803278689,73.8305084745763,6.07579247812893
UPS07,0.255555555555556,0.0277777777777778,0.025,0.0361111111111111,0.0777777777777778,0.158333333333333,0.0972222222222222,0,0.230555555555556,0,0.025,0,0.588888888888889,0.508333333333333,0.119444444444444,0.136111111111111,0,0.0222222222222222,0,0,0.165094339622642,0.132075471698113,0.297169811320755,0.433962264150943,1.23913043478261,0.268867924528302,70.6304347826087,5.94266080062663
UPS03,0.29700272479564,0.0108991825613079,0.0190735694822888,0.0326975476839237,0.0681198910081744,0.152588555858311,0.0653950953678474,0,0.204359673024523,0,0.0190735694822888,0,0.583106267029973,0.482288828337875,0.160762942779292,0.128065395095368,0,0.0245231607629428,0,0,0.11214953271028,0.116822429906542,0.228971962616822,0.509345794392523,1.07692307692308,0.261682242990654,60.3076923076923,5.49125178386915
UPS01,0.264705882352941,0.0098039215686274,0.017156862745098,0.0490196078431373,0.0833333333333333,0.120098039215686,0.122549019607843,0,0.176470588235294,0,0.017156862745098,0,0.590686274509804,0.531862745098039,0.166666666666667,0.102941176470588,0,0.017156862745098,0,0,0.20746887966805,0.141078838174274,0.348547717842324,0.448132780082988,1.06521739130435,0.203319502074689,52.1956521739131,5.10860314439833
